,220.4882
spiked,136.63086
spikeguarded,132.0
spikenard,166.625
spikes,121.72446
spiking,137.0
spiky,133.0
spile,81.30469
spiled,98.5
spiles,129.0
spilikins,243.0
spilin,119.0
spiling,144.5
spill,143.13257
spilld,79.25
spilled,110.43362
spilling,153.92749
spillings,136.0
spills,108.25
spillspilling,177.0
spilorceriaas,106.0
spilt,167.53992
spilth,152.0
spin,99.817154
spinach,198.625
spinal,137.9581
spindle,131.02344
spindled,180.0
spindlefor,122.0
spindlelegs,134.0
spindles,148.25
spindletree,164.0
spindly,131.0
spine,142.32556
spineless,125.0
spinels,156.0
spines,155.28125
spinet,127.0
spinewise,119.0
spini,203.0
spinii,130.0
spinnage,144.0
spinnaker,105.0
spinner,119.0
spinners,175.5
spinney,144.0
spinneys,143.0
spinning,168.35886
spinningmachines,119.0
spinningstick,90.0
spinningwheel,113.453125
spinningwheels,138.6875
spinosa,153.5
spinoza,167.24188
spinozas,155.8125
spins,130.34375
spinster,136.6387
spinsters,123.25
spio,127.0
spion,182.0
spirabilis,168.0
spiracle,145.26562
spiracles,140.0
spiraculum,132.0
spiral,152.9397
spiralise,63.0
spiralizations,168.0
spiralized,114.0
spiralizes,189.0
spiralizing,131.0
spiralling,119.5
spirally,82.0
spirals,136.25
spiramenta,195.0
spirare,200.0
spirareque,120.0
spire,131.42137
spirerose,132.0
spires,166.6421
spiring,157.0
spirit,125.631645
spiritan,187.0
spiritand,173.0
spiritas,118.5
spiritati,189.0
spiritbottle,179.0
spiritby,155.0
spiritcase,143.0
spirited,108.330986
spiritespecially,224.0
spirithouses,178.0
spiritif,164.0
spiriting,144.0
spiritis,85.0
spiritit,202.0
spiritla,174.0
spiritlamp,177.0
spiritland,99.5
spiritless,149.52441
spiritlessly,146.0
spiritlifting,117.0
spiritlike,127.0
spiritnow,198.0
spirito,121.0
spiritpeople,212.0
spirits,133.84227
spiritsand,194.0
spiritsas,262.0
spiritsay,155.0
spiritsbut,80.0
spiritshis,157.0
spiritslet,126.0
spiritsone,159.0
spiritsoothing,184.0
spiritsor,186.0
spiritspout,94.0
spiritsprofessed,153.0
spiritsshe,198.0
spiritsthats,92.0
spiritstirring,165.875
spiritswe,122.0
spiritswell,149.0
spirittheyre,175.0
spiritu,108.0
spiritual,125.157364
spiritualise,176.0
spiritualised,167.0
spiritualises,203.0
spiritualising,176.5
spiritualism,153.25
spiritualists,126.09375
spirituality,181.81284
spiritualityanything,195.0
spiritualization,148.5
spiritualize,120.0
spiritualized,169.5
spiritualizes,83.0
spiritualizing,57.0
spirituall,130.53127
spirituallooking,150.0
spiritually,147.2168
spirituallydivided,193.0
spirituals,126.0
spiritualty,103.0
spirituelle,192.0
spirituous,214.6875
spiritus,144.375
spiritv,147.0
spiritwe,167.0
spiritwhatever,125.0
spiritwhen,103.0
spiritwith,105.0
spiritwithout,193.0
spiro,149.0
spirt,158.5
spirting,162.0
spiry,81.0
spisser,140.0
spissons,133.0
spit,91.10169
spital,64.5
spitalfields,112.75
spitalhouse,85.0
spitchcocked,176.0
spite,138.93094
spited,215.0
spiteful,114.68979
spitefully,149.61084
spitefulsuch,251.0
spites,97.75
spitfire,142.0
spithead,178.25
spits,140.7699
spitted,102.31641
spitting,129.54086
spittle,135.43979
spittoon,153.0
spitzbergen,107.6875
spius,148.0
splash,133.28601
splashed,105.52368
splashes,170.60059
splashing,172.1574
splashy,137.0
splay,135.5
splayed,209.0
splayfoot,112.0
spleen,118.40925
spleenful,147.25
spleens,141.0
spleeny,94.0
splendet,171.0
splendid,178.01538
splendiddarting,147.0
splendider,88.0
splendidest,111.0
splendidfor,178.0
splendidformed,161.0
splendidi,154.0
splendidlooking,118.0
splendidly,151.8981
splendidlycoloured,92.0
splendidlyyou,195.0
splendidus,182.0
splendiferous,279.0
splendor,177.77321
splendors,156.33008
splendour,149.54008
splendourand,66.0
splendourloving,199.0
splendours,154.375
splenitive,75.0
splice,108.6875
spliced,140.0
splintbottom,193.0
splinter,79.90778
splinterbar,119.0
splinterd,138.5
splintered,141.95203
splinters,97.677605
splintersbut,217.0
splints,151.5
split,144.66855
splitbottom,137.0
splitbottomed,83.0
splitdye,64.0
splithow,108.0
splitring,125.0
splits,118.10156
splitst,82.0
splitted,114.5
splitter,111.9375
splitting,111.76911
splotch,193.0
splutter,88.125
spluttered,113.921875
spluttering,295.90527
spohr,201.0
spoil,118.03505
spoild,113.9707
spoiled,108.34956
spoiledive,91.0
spoilednot,149.0
spoiler,95.08276
spoilers,110.4375
spoiles,152.0
spoilest,61.0
spoileth,134.75
spoileven,160.0
spoiling,99.353424
spoilingi,155.0
spoils,88.16576
spoilsport,269.0
spoilt,143.05243
spoilwho,126.0
spoke,125.07469
spokea,145.0
spokeand,175.0
spokebeing,133.0
spokebut,36.0
spokefancy,165.0
spokehe,129.0
spokehowever,149.0
spokei,145.0
spokejust,127.0
spoken,124.35686
spokendisease,109.0
spokendistinctly,123.0
spokenneither,114.0
spokenwhom,114.0
spokenwould,114.0
spokeobviously,254.0
spokes,118.21071
spokeshes,78.0
spokesman,127.56555
spokesmen,179.5
spokethe,97.75
spoketo,138.0
spokewhat,178.0
spokst,129.5
spoleto,221.0
spolute,118.0
spondaic,162.0
spondam,102.0
spondulicks,95.0
spondulics,75.0
sponge,129.39766
sponged,119.375
sponger,139.0
spongers,228.0
sponges,149.73828
spongeshe,114.0
spongethere,97.0
spongia,77.0
sponging,125.125
spongy,142.95703
sponsi,136.0
sponsibility,95.0
sponsor,141.375
sponsores,207.0
sponsorship,116.0
spontaneity,133.625
spontaneous,126.26698
spontaneously,138.08578
sponte,133.625
spontoon,64.0
spoof,147.0
spook,107.0
spooks,185.0
spool,114.25
spools,281.0
spoon,144.11777
spoonbasket,92.0
spooncase,165.0
spooned,160.0
spooney,125.0
spoonfed,138.0
spoonful,112.99948
spoonfuls,150.05493
spoonies,139.0
spooning,109.0
spoonmeat,167.0
spoons,150.94113
spoonseat,98.0
spoony,173.0
sporadic,209.25
sporadically,213.0
sporran,167.0
sport,107.638336
sporta,203.0
sported,114.0918
sporteven,153.0
sportful,109.125
sporting,122.333115
sportingplace,141.0
sportive,104.24051
sportively,169.0
sportiveness,140.5
sportold,163.0
sports,139.99625
sportsake,89.0
sportsman,112.38739
sportsmans,103.25
sportsmen,165.23663
sportsmens,158.0
sportsmenwho,101.0
sporty,303.0
sposa,157.0
spose,107.31304
sposee,117.0
sposing,174.0
sposn,118.75
sposo,174.5
spot,131.87161
spotafter,208.0
spotand,104.0
spotandtan,292.0
spotcould,243.0
spothad,166.0
spothe,119.0
spothis,154.0
spothow,144.0
spothowever,108.0
spoti,118.0
spotless,88.06967
spotlessbut,165.0
spotlessness,148.0
spotother,168.0
spots,107.53607
spotsay,217.0
spotshall,124.0
spotshallow,188.0
spotswood,203.0
spotted,184.79822
spotthe,139.5
spotthereby,158.0
spotting,143.0
spotty,131.4375
spotune,97.0
spotyes,113.0
spousal,156.5
spouse,172.41441
spousebreach,130.0
spouses,130.96875
spout,151.03168
spouted,179.57031
spouter,140.5
spouterinn,112.5
spouters,255.0
spouthands,133.0
spouthole,154.03516
spoutholes,149.0
spouting,178.67828
spoutings,157.5
spoutingsthat,209.0
spoutless,125.0
spouts,189.00636
spoutwhether,87.0
spoyle,122.0
spoyles,120.0
spoyling,84.0
sprag,155.0
sprague,109.5
sprain,94.640625
sprained,160.4646
spraining,125.5
sprains,106.0
sprang,145.66707
sprangst,126.0
sprat,92.25
sprats,141.0
sprawl,118.609375
sprawled,142.13916
sprawling,181.26443
sprawls,246.5
sprawlst,141.0
sprawly,166.0
spray,150.74173
spraycolumn,229.0
sprayed,217.0
sprays,202.39923
spread,181.63792
spreadeagle,144.0
spreadeagled,266.0
spreadest,100.0
spreadeth,118.09033
spreading,129.73575
spreadings,107.0
spreads,144.00668
spreadst,120.0
spree,145.38641
spreea,291.0
spreeish,113.0
sprees,165.5
spreethats,126.0
sprent,243.0
sprig,142.28125
sprightful,236.0
sprightliness,156.0586
sprightly,144.85127
sprigs,182.89062
spring,138.77977
springboard,78.0
springboards,140.0
springbut,96.0
springcarriage,93.0
springcart,113.0
springcushions,131.0
springe,138.0
springer,143.5
springers,183.0
springes,152.0
springeth,122.671875
springfield,173.0
springgun,174.0
springhalt,115.0
springhalted,159.0
springhead,101.0
springhes,155.0
springhouse,114.0
springi,76.0
springiness,82.0
springing,139.9072
springinice,155.0
springknife,126.0
springlike,109.0
springlinewhatre,165.0
springly,152.0
springone,138.0
springprecisely,119.0
springprivilege,166.0
springrattle,95.0
springs,153.79251
springslapjacks,174.0
springst,94.0
springthat,138.0
springtide,162.40625
springtidemarius,113.0
springtime,110.09053
springtimewhich,64.0
springwater,156.0
springy,114.734375
sprinkle,133.26575
sprinkled,158.22807
sprinkler,121.0
sprinkles,142.25
sprinkleth,93.0
sprinkling,120.664
sprinklings,137.5
sprint,130.125
sprise,78.0
sprite,163.75781
sprited,77.0
spritelike,141.0
spritely,109.75
spriteno,164.0
sprites,132.4668
spriting,117.0
sprits,146.0
sprout,131.26672
sprouted,139.09375
sprouters,260.0
sprouting,134.10742
sprouts,183.30469
spruce,119.529564
sprucebeer,218.0
sprucebeeroh,291.0
sprucelooking,152.0
sprucelydressed,117.0
spruces,211.0
sprung,105.432144
spry,119.25
spshd,233.0
spucks,192.0
spud,174.0
spue,120.0625
spued,65.0
spumantemque,88.0
spumantes,181.0
spumas,118.0
spume,119.0
spumeflakes,143.0
spumeus,359.0
spumis,183.0
spumosi,118.0
spun,125.347885
spunge,131.75
spunging,140.75
spunginghouse,97.0
spungold,158.0
spungy,152.0
spunk,122.44393
spunkand,151.0
spunkcovered,134.0
spunker,116.0
spunking,129.0
spunks,173.0
spunksoaked,127.0
spunkstained,150.0
spunkthought,132.0
spunktrap,117.0
spunkwater,226.55469
spunky,100.0
spunout,130.0
spur,119.60542
spurcitia,232.0
spurgeon,145.33556
spurgeons,240.0
spurina,156.0
spurio,108.5
spurious,110.095474
spurn,79.441315
spurnd,98.0
spurned,152.70053
spurning,202.6875
spurns,122.864746
spurrd,111.5
spurre,74.0
spurred,102.04719
spurring,128.43732
spurrings,156.0
spurs,132.33163
spursand,105.0
spurt,127.859375
spurted,135.83936
spurting,156.52344
spurts,166.9375
spurzheim,145.0
spurzheimites,132.0
spute,110.5
sputter,102.0
sputtered,127.15625
sputtering,142.75
spy,109.202065
spycome,139.0
spyer,146.0
spyers,144.35693
spyes,241.0
spyglass,134.46437
spyglasses,164.0
spying,152.80453
spyingpoint,142.0
spyst,129.0
spywitness,105.0
sq,117.089035
sqe,168.0
sqq,137.75061
squab,173.0
squabble,141.45312
squabbled,137.0
squabbles,136.0
squabbleshe,106.0
squabbling,175.5
squabs,74.0
squad,134.17416
squadron,129.64847
squadrons,125.815834
squadronthat,59.0
squads,134.3125
squadwon,142.0
squah,145.0
squakeag,168.0
squalent,173.0
squalid,182.0811
squalidness,146.0
squall,133.37602
squallers,151.0
squalling,112.97168
squalls,126.53693
squally,173.5
squalor,163.83594
squander,118.97363
squandered,181.18274
squandering,151.15625
squandermania,131.0
squandred,127.0
squandring,116.0
squard,82.5
square,131.4837
squareand,169.0
squareby,258.0
squarecavalry,114.0
squared,147.20673
squarefor,76.0
squareformed,210.0
squarefuneral,247.0
squareheaded,128.0
squareisabella,176.0
squarelooking,144.0
squarely,167.51068
squarelyin,145.0
squaremade,117.0
squareness,195.75
squarepusher,160.0
squarepushing,186.0
squarer,168.5
squarerigged,171.0
squares,114.27894
squaresail,155.0
squareset,138.0
squareshaped,204.0
squareshouldered,156.5
squaresi,173.0
squareskirted,80.0
squaretailed,152.0
squarethe,218.0
squarethey,179.0
squaretoed,124.0
squaretoes,154.75
squarewas,154.0
squaring,123.59219
squarst,136.0
squash,162.625
squashed,161.375
squashing,225.0
squashish,158.0
squashy,165.0
squat,130.17728
squats,189.5
squatted,241.9876
squatter,164.0
squatters,137.0
squatting,161.04994
squaw,156.34425
squawk,215.0
squaws,135.96875
squeak,103.53168
squeaked,126.44159
squeaker,139.5
squeaking,188.74956
squeakingthat,236.0
squeaks,206.0
squeaky,122.8125
squeal,137.96454
squealed,144.24884
squealers,76.0
squealing,150.18343
squeals,185.25
squeamish,145.20312
squeamishly,139.0
squeamishness,166.5
squeezable,94.0
squeeze,131.50168
squeezed,133.53271
squeezedup,123.0
squeezes,146.84375
squeezing,148.99704
squeezings,141.0
squelch,133.5
squelched,135.0
squelching,131.0
squele,167.0
squelette,148.0
squibs,194.0
squid,137.70312
squier,131.5
squilgee,197.0
squint,173.83398
squinted,114.0
squinting,157.78125
squints,111.5
squinty,122.5
squiny,91.0
squire,159.1183
squireerrant,68.0
squirelike,120.0
squirely,153.40625
squires,142.32846
squireserrant,108.0
squirings,157.0
squirissimus,175.0
squirm,79.0
squirmed,76.0
squirming,169.25
squirmings,138.0
squirms,241.0
squirrel,176.48328
squirrelfur,120.0
squirrell,131.5
squirrellike,201.5
squirrellined,203.0
squirrels,201.4324
squirrelshooting,154.0
squirt,149.75
squirted,172.0
squirting,182.77148
squirts,117.0
squitchy,218.0
sqursquare,608.0
sqush,163.0
squshed,204.0
sr,129.0
sra,170.0
sraid,165.0
srcwidum,175.0
srpwhy,143.0
srtvahan,229.0
ss,155.40625
ssess,168.0
ssh,145.75
sss,100.0
ssse,125.0
ssso,130.0
ssss,130.0
sssso,115.0
sssss,159.0
sst,201.5
ssw,103.0
sswubble,67.0
st,156.59773
sta,138.0
stab,112.650154
stabat,146.125
stabbd,102.46065
stabbdst,122.0
stabbed,124.81194
stabbing,181.69777
stabboard,135.07812
stabella,143.0
stability,255.10046
stabilius,159.0
stabilized,120.0
stable,92.776886
stableboy,112.87305
stableboys,113.5
stablebroom,297.0
stabled,98.0
stabledoor,129.0
stableful,118.0
stablekeeper,175.0
stableman,112.625
stablemen,89.0
stablemens,161.0
stableness,248.0
stabler,73.0
stables,146.72557
stablesi,146.0
stablework,142.0
stableyard,109.0
stabling,129.5
stablish,154.33032
stablished,146.01562
stablisheth,124.5
stablishment,110.0
staboo,134.0
stabreimend,285.5
stabs,155.49004
staccato,102.66699
stachys,123.0
stack,150.78836
stacked,117.46912
stacking,105.5
stacks,141.81854
stacte,159.0
stacy,131.38841
stacys,168.84375
stadtholder,128.25
stadtholdership,154.0
stael,154.19434
staff,163.99374
staffand,190.0
staffcaptain,250.0
staffcommander,66.0
staffholsters,126.0
staffofficer,106.0
stafford,133.49042
staffords,165.625
staffordshire,195.0
staffs,172.375
staffthe,225.0
stag,92.8616
stagd,94.0
stage,146.9122
stageandtribunebawler,71.0
stagebox,112.0
stagecoach,101.604004
stagecoaches,129.0
stagecostume,130.0
stagedirection,124.0
stagedoor,165.25
stagedriver,127.5
stageeffect,119.0
stagefright,138.0
stageha,225.0
stagemad,135.0
stagemanager,127.0
stageneither,173.0
stageoffice,133.0
stageplay,144.0
stageplayer,96.0
stageplayers,201.0
stageplays,110.0
stager,125.875
stagers,159.0
stages,154.85782
stagesetting,144.5
stagestruck,235.0
stagethe,193.0
stagetrappings,153.0
stagewagon,240.0
stagewardrobe,143.0
stagewho,178.0
stagger,131.35884
staggered,136.49464
staggereth,109.0
staggering,155.67752
staggeringly,141.0
staggerings,231.0
staggers,130.95923
staggersshe,149.0
staghounds,155.5
staginess,115.0
staglike,80.0
stagnant,144.38716
stagnantblooded,153.0
stagnanttasting,169.0
stagnate,140.375
stagnates,136.0
stagnatethey,180.0
stagnating,109.75
stagnation,125.38318
stags,177.20654
stagyra,132.0
stagyrite,168.5
stahl,123.12959
stahls,156.0
staid,225.39264
staider,152.0
staidness,147.0
stain,113.54387
staind,123.845695
stained,177.15564
stainedglass,168.0
staines,140.25
staineth,75.0
staining,146.59375
stainingi,193.0
stainless,116.385864
stains,110.80444
staio,169.0
stair,120.59423
staircase,167.35168
staircaseall,254.0
staircaseleft,110.0
staircaselights,135.0
staircasenever,49.0
staircaserather,148.0
staircases,169.48175
staircasesinside,113.0
staircaseyou,117.0
stairfoot,101.0
stairhead,114.28125
stairlike,209.0
stairrail,120.5
stairrails,144.0
stairrod,138.0
stairs,153.66339
stairsafter,118.0
stairsagain,148.0
stairsfoot,152.0
stairshead,96.0
stairsin,159.0
stairsinto,135.0
stairsis,168.0
stairsmonsieur,70.0
stairsnobody,184.0
stairsor,87.0
stairsthat,137.0
stairsthe,131.25
stairstop,117.0
stairsweeper,117.0
stairswhere,181.0
stairswhich,131.0
stairway,141.21893
stairwork,237.0
staithes,212.0
staius,169.0
stake,157.65874
staked,137.40845
stakeno,100.5
stakes,103.392235
stakestrokes,113.0
stakewise,130.0
stakeyou,100.0
staking,137.0625
stal,88.75
stalactite,138.0
stalactites,151.75
stalagmite,147.0
stalagmites,132.0
stale,154.83635
staled,82.0
staleness,149.0
stalestunk,119.0
stalet,96.0
staley,156.0
staling,86.0
stalk,141.67314
stalkd,112.36719
stalked,184.87152
stalkin,112.0
stalking,176.27832
stalkinghorse,114.5
stalks,144.75125
stalkshaped,131.0
stall,119.11708
stallbaum,132.5
stalld,95.0
stalle,86.0
stalled,113.125
stallfed,165.5
stalling,112.0
stallion,138.83203
stallions,166.75
stallkeeper,143.0
stalls,116.893295
stalwart,137.52736
stamboul,148.0
stamen,73.0
stamens,168.5
stamer,175.0
stamford,123.13574
stamfords,135.0
stamina,146.0
stamine,248.0
stammer,129.48764
stammered,116.88972
stammerededward,87.0
stammerer,143.0
stammerers,104.0
stammering,129.67178
stammeringly,211.0
stammerings,219.0
stammers,114.71875
stamp,169.15686
stampact,77.0
stampd,117.96875
stampdealers,136.0
stamped,141.71434
stampede,164.17188
stampedea,190.0
stampedin,220.0
stampeding,162.0
stampedoes,239.0
stamping,127.529305
stampings,166.0
stampoffice,83.0
stamps,139.03331
stan,96.0625
stanch,99.481445
stanchd,115.0
stanched,112.5
stanchest,167.0
stanching,160.0
stanchion,81.0
stanchions,174.75
stanchless,109.0
stanchly,137.0
stand,156.48341
standa,125.0
standand,123.25
standard,84.11629
standardbearer,116.5
standardbearers,108.0
standards,114.29964
stander,196.0
standerby,115.5
standerofmastheads,92.0
standers,131.21875
standersby,124.34375
standersofmastheads,112.0
standest,124.953125
standeth,130.98897
standgate,175.0
standhis,93.0
standhow,178.0
standhowever,154.0
standi,87.0
standin,113.0
standing,144.36763
standingalone,140.0
standingbed,154.0
standingbowls,201.0
standingcollar,140.0
standingfor,217.0
standingroom,194.0
standings,168.0
standjuvenal,137.0
standmiles,131.0
standoffish,106.5
standor,44.0
standpoint,145.14494
standpoints,215.5
stands,107.33838
standsand,156.0
standsdo,93.0
standshooting,135.25
standsshe,186.0
standst,140.63107
standstill,91.1695
standthee,91.0
standum,94.0
standunder,117.0
standup,128.25
stangerson,124.08365
stangersons,183.5
stanhill,157.75
stanhope,122.96875
staniel,115.0
stanislaus,213.25
stanislavitch,277.0
stank,155.96094
stanley,171.94437
stanleys,188.5
stanmore,123.625
stannin,84.0
stansby,182.0
stansbys,211.0
stansque,197.0
stantis,134.0
stanwood,134.0
stanza,135.40234
stanzaread,216.0
stanzas,129.9549
stanze,99.0
stanzo,140.0
stanzos,140.0
staole,96.0
stap,124.0
staphyla,161.0
staple,144.22092
staples,114.78125
stapleton,142.77686
stapletons,139.08856
star,172.27948
starbeam,123.0
starbelled,161.0
starbeloved,121.0
starblasting,160.0
starboard,116.29705
starboleens,131.0
starborn,111.0
starbuck,120.55884
starbucka,148.0
starbuckbut,127.0
starbuckluck,202.0
starbucks,126.730194
starbuckseacoal,143.0
starbuckstave,175.0
starbuckswife,91.0
starch,187.6626
starched,140.11032
starchildren,190.0
starching,120.0
starchy,184.75
starcrossd,130.0
stard,158.5
stardust,174.5
stare,96.06508
stared,116.76287
staredmany,116.0
staredshe,95.0
stareek,195.5
starers,105.0
stares,144.60718
starfish,193.0
starflowers,178.5
stargazer,96.81641
stargazers,168.0
stargazing,245.0
stargemmed,173.0
stargirt,64.0
stargroup,109.0
staring,130.24875
staringly,127.0
starings,190.0
stark,139.3132
starkempty,173.0
starkey,157.42775
starkeys,149.5
starkly,108.0
starkmunro,113.0
starknakd,101.0
starkodder,180.0
starled,138.0
starless,163.875
starlight,152.74524
starlights,133.0
starlike,112.5
starling,130.0
starlings,287.875
starlit,141.75
starnear,102.0
starner,155.0
starrd,173.5
starre,79.0
starred,263.625
starres,95.40234
starrier,182.0
starring,127.0
starrise,147.0
starrs,134.0
starry,123.77694
stars,145.21468
starsa,176.0
starsas,111.0
starsevery,164.0
starshadowsblotting,136.0
starshaped,181.15625
starshiny,141.0
starsive,110.0
starsnor,106.0
starsthat,159.0
starsthe,138.0
starstypes,147.0
starsup,73.0
start,95.39485
startall,193.0
startdid,101.0
started,96.53897
startedhe,146.0
startedif,161.0
startedreserved,106.0
startedstared,160.0
startedwhat,111.0
starter,84.0
startin,123.0
starting,108.109375
startingly,121.0
startingplace,122.0
startingpoint,137.21875
